INSTNM,CITY,INSTURL,st_fips,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE
Canada College,Redwood City,canadacollege.edu,6,37.4474,-122.2655,0,0,NULL,NULL
College of the Canyons,Santa Clarita,www.canyons.edu,6,34.4031,-118.5695,0,0,NULL,NULL
Career Academy of Beauty,Garden Grove,CAofB.com,6,33.781,-118.0317,0,0,NULL,NULL
Casa Loma College-Van Nuys,Van Nuys,www.casalomacollege.edu,6,34.1954,-118.4483,0,0,NULL,1
CET-San Diego,San Diego,www.cetweb.org/index.php,6,32.7117,-117.1225,0,0,NULL,NULL
CET-Sobrato,San Jose,cetweb.org,6,37.3227,-121.887,0,0,NULL,NULL
CET-El Centro,El Centro,cetweb.org,6,32.7909,-115.5491,0,0,NULL,NULL
CET-San Bernardino,San Bernardino,cetweb.org,6,34.0751,-117.2687,0,0,NULL,NULL
CET-Watsonville,Watsonville,www.cetweb.org,6,36.9318,-121.768,0,0,NULL,NULL
CET-Gilroy,Gilroy,cetweb.org,6,37.0157,-121.5614,0,0,NULL,NULL
CET-Salinas,Salinas,cetweb.org,6,36.6716,-121.6528,0,0,NULL,NULL
Cerritos College,Norwalk,www.cerritos.edu,6,33.8858,-118.0973,0,0,NULL,NULL
Cerro Coso Community College,Ridgecrest,cerrocoso.edu,6,35.5678,-117.6677,0,0,NULL,NULL
Chabot College,Hayward,www.chabotcollege.edu,6,37.6425,-122.107,0,0,NULL,NULL
Chaffey College,Rancho Cucamonga,www.chaffey.edu,6,34.1471,-117.5731,0,0,NULL,NULL
Chapman University,Orange,www.chapman.edu,6,33.7937,-117.8515,0,0,61,0.4471
Charles R Drew University of Medicine and Science,Los Angeles,www.cdrewu.edu,6,33.9257,-118.2428,0,0,NULL,0.8889
Concordia University-Irvine,Irvine,www.cui.edu,6,33.6535,-117.8106,0,0,68,0.9119
San Diego Christian College,El Cajon,www.sdcc.edu,6,32.8,-116.9031,0,0,88,0.492
Church Divinity School of the Pacific,Berkeley,www.cdsp.edu,6,37.8762,-122.2614,0,0,73,NULL
Citrus College,Glendora,www.citruscollege.edu,6,34.1355,-117.8853,0,0,NULL,NULL
Citrus Heights Beauty College,Citris Heights,www.chbeautycollege.com,6,NULL,NULL,0,0,NULL,NULL
City College of San Francisco,San Francisco,www.ccsf.edu,6,37.726,-122.4512,0,0,NULL,NULL
Claremont Graduate University,Claremont,www.cgu.edu,6,34.1038,-117.7124,0,0,NULL,NULL
Claremont McKenna College,Claremont,www.claremontmckenna.edu/,6,34.1023,-117.7066,0,0,NULL,0.1173
Milan Institute-Visalia,Visalia,www.milaninstitute.edu,6,36.2841,-119.3134,0,0,NULL,NULL
Clovis Adult Education,Clovis,www.clovisadultschool.com,6,36.8369,-119.6902,0,0,NULL,NULL
Coastline Community College,Fountain Valley,www.coastline.edu,6,33.6098,-117.8618,0,0,NULL,NULL
Cogswell College,Sunnyvale,www.cogswell.edu,6,37.407,-122.0242,0,0,NULL,0.7784
Coleman University,San Diego,www.coleman.edu,6,32.822,-117.1365,0,0,NULL,1
COBA Academy,Orange,www.coba.edu,6,33.7883,-117.8535,0,0,NULL,NULL
Western University of Health Sciences,Pomona,www.westernu.edu,6,34.0581,-117.7477,0,0,NULL,NULL
Columbia College,Sonora,www.gocolumbia.edu/,6,38.0304,-120.3876,0,0,NULL,NULL
Columbia College-Hollywood,Tarzana,www.columbiacollege.edu,6,34.1796,-118.5384,0,0,NULL,0.548
El Camino College-Compton Center,Compton,www.compton.edu,6,33.8767,-118.2092,0,0,NULL,NULL
Contra Costa College,San Pablo,www.contracosta.edu,6,37.9686,-122.3424,0,0,NULL,NULL
Cosumnes River College,Sacramento,www.crc.losrios.edu/,6,38.4538,-121.423,0,0,NULL,NULL
Crafton Hills College,Yucaipa,www.craftonhills.edu,6,34.0385,-117.1008,0,0,NULL,NULL
Cuesta College,San Luis Obispo,WWW.CUESTA.EDU,6,35.3299,-120.7416,0,0,NULL,NULL
Cuyamaca College,El Cajon,www.cuyamaca.edu,6,32.7431,-116.941,0,0,NULL,NULL
Cypress College,Cypress,www.cypresscollege.edu,6,33.8276,-118.0239,0,0,NULL,NULL
De Anza College,Cupertino,www.deanza.edu/,6,37.3192,-122.0454,0,0,NULL,NULL
Marinello Schools of Beauty-Hemet,Hemet,www.marinello.com,6,33.746,-116.9999,0,0,NULL,NULL
International School of Beauty Inc,Palm Desert,internationalschoolofbeauty.com,6,33.7296,-116.4039,0,0,NULL,NULL
Dell'Arte International School of Physical Theatre,Blue Lake,www.dellarte.com/school,6,40.8809,-123.9889,0,0,NULL,0.6667
College of the Desert,Palm Desert,collegeofthedesert.edu,6,33.7325,-116.3876,0,0,NULL,NULL
Design Institute of San Diego,San Diego,WWW.DISD.EDU,6,32.731,-117.1498,0,0,NULL,NULL
Diablo Valley College,Pleasant Hill,www.dvc.edu,6,37.968,-122.0699,0,0,NULL,NULL
Dominican University of California,San Rafael,www.dominican.edu,6,37.98,-122.5147,0,0,NULL,0.7752
Dominican School of Philosophy & Theology,Berkeley,www.dspt.edu,6,37.8811,-122.2646,0,0,30,NULL
East Los Angeles College,Monterey Park,www.elac.edu/index.htm,6,34.0392,-118.1484,0,0,NULL,NULL
Marinello Schools of Beauty-Santa Clara,Santa Clara,www.marinello.com,6,37.348,-121.9478,0,0,NULL,NULL
El Camino Community College District,Torrance,www.elcamino.edu,6,33.8856,-118.3266,0,0,NULL,NULL
Elegance International,Hollywood,ei.edu/,6,34.0622,-118.3383,0,0,NULL,NULL
Marinello Schools of Beauty-Burbank,Burbank,www.marinello.com,6,34.1819,-118.3097,0,0,NULL,NULL
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,www.marinello.com,6,33.916,-117.2281,0,0,NULL,NULL
Emperor's College of Traditional Oriental Medicine,Santa Monica,www.emperors.edu,6,34.0303,-118.4847,0,0,NULL,NULL
Empire College School of Business,Santa Rosa,www.empcol.edu,6,38.4678,-122.7286,0,0,NULL,NULL
Evergreen Valley College,San Jose,www.evc.edu,6,37.3017,-121.7667,0,0,NULL,NULL
Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,www.fidm.edu,6,34.0442,-118.2599,0,0,NULL,0.5701
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,WWW.FIDM.EDU,6,37.7863,-122.4065,0,0,NULL,0.6358
Fashion Institute of Design & Merchandising-Orange County,Irvine,FIDM.edu,6,33.692,-117.8523,0,0,NULL,0.6915
Feather River Community College District,Quincy,www.frc.edu,6,39.9524,-120.9709,0,0,NULL,NULL
Federico Beauty Institute,Sacramento,federico.edu,6,38.6488,-121.4978,0,0,NULL,NULL
Fielding Graduate University,Santa Barbara,www.fielding.edu,6,34.4344,-119.7139,0,0,NULL,NULL
Five Branches University,Santa Cruz,www.fivebranches.edu,6,36.9641,-121.9985,0,0,NULL,NULL
Hair California Beauty Academy,Orange,www.hairca.com,6,33.8058,-117.8367,0,0,NULL,NULL
Foothill College,Los Altos Hills,www.foothill.edu,6,37.3611,-122.1283,0,0,NULL,NULL
Franciscan School of Theology,Berkeley,www.fst.edu,6,37.8771,-122.2609,0,0,30,NULL
Fredrick and Charles Beauty College,Eureka,www.fandcbeauty.com,6,40.7988,-124.1658,0,0,NULL,NULL
Fresno City College,Fresno,www.fresnocitycollege.edu,6,36.7675,-119.7951,0,0,NULL,NULL
Fresno Pacific University,Fresno,www.fresno.edu,6,36.7253,-119.732,0,0,43,0.7844
Fuller Theological Seminary in California,Pasadena,www.fuller.edu,6,34.1478,-118.1403,0,0,78,NULL
Fullerton College,Fullerton,www.fullcoll.edu,6,33.8768,-117.917,0,0,NULL,NULL
Gavilan College,Gilroy,www.gavilan.edu,6,36.9733,-121.5682,0,0,NULL,NULL
Gemological Institute of America-Carlsbad,Carlsbad,www.gia.edu,6,33.1313,-117.3188,0,0,NULL,NULL
Glendale Community College,Glendale,www.glendale.edu,6,34.1664,-118.2283,0,0,NULL,NULL
Glendale Career College,Glendale,www.success.edu,6,34.1496,-118.2549,0,0,NULL,1
Golden Gate University-San Francisco,San Francisco,www.ggu.edu,6,37.7892,-122.3988,0,0,NULL,NULL
Golden West College,Huntington Beach,www.goldenwestcollege.edu,6,33.7338,-118.003,0,0,NULL,NULL
Graduate Theological Union,Berkeley,WWW.GTU.EDU,6,37.8755,-122.2618,0,0,NULL,NULL
Grossmont College,El Cajon,www.grossmont.edu/,6,32.8161,-117.0073,0,0,NULL,NULL
Salon Success Academy-San Bernardino,San Bernardino,www.gotobeautyschool.com,6,34.136,-117.2876,0,0,NULL,NULL
Hartnell College,Salinas,www.hartnell.edu,6,36.6731,-121.6688,0,0,NULL,NULL
Harvey Mudd College,Claremont,www.hmc.edu,6,34.1061,-117.7106,0,0,NULL,0.1817
Heald College-Rancho Cordova,Rancho Cordova,www.heald.edu,6,38.5944,-121.2801,0,0,NULL,NULL
Heald College-Fresno,Fresno,www.heald.edu,6,36.8224,-119.7955,0,0,NULL,NULL
Heald College-San Jose,Milpitas,www.heald.edu,6,37.4109,-121.8939,0,0,NULL,NULL
Heald College-San Francisco,San Francisco,www.heald.edu,6,37.7819,-122.4043,0,0,NULL,NULL
Heald College-Concord,Concord,www.Heald.edu,6,38.0189,-122.03,0,0,NULL,NULL
Hilltop Beauty School,Daly City,www.hilltopbeautyschool.com,6,37.7055,-122.4617,0,0,NULL,NULL
Holy Names University,Oakland,www.hnu.edu,6,37.8027,-122.1872,0,0,30,0.5668
Pacifica Graduate Institute,Carpinteria,www.pacifica.edu,6,34.4205,-119.5803,0,0,NULL,NULL
Humboldt State University,Arcata,www.humboldt.edu,6,40.8741,-124.0814,0,0,NULL,0.8018
Humphreys College-Stockton and Modesto Campuses,Stockton,www.humphreys.edu,6,38.0111,-121.3164,0,0,NULL,NULL
Imperial Valley College,Imperial,www.imperial.edu,6,32.8276,-115.5039,0,0,NULL,NULL
Institute for Business and Technology,Santa Clara,www.ibttech.com,6,37.3686,-121.9695,0,0,NULL,NULL
Interior Designers Institute,Newport Beach,idi.edu,6,33.6414,-117.8657,0,0,NULL,NULL
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,toniguy.com/academy/santa_monica_beauty_school/default.aspx,6,34.0175,-118.4949,0,0,NULL,NULL
Irvine Valley College,Irvine,www.ivc.edu,6,33.6751,-117.7786,0,0,NULL,NULL
ITT Technical Institute-National City,National City,www.itt-tech.edu,6,32.8071,-117.1197,0,0,NULL,0.9298
ITT Technical Institute-San Dimas,San Dimas,www.itt-tech.edu,6,34.1024,-117.8184,0,0,NULL,0.9617
ITT Technical Institute-Orange,Orange,www.itt-tech.edu,6,33.7812,-117.8963,0,0,NULL,0.91
Bellus Academy-El Cajon,El Cajon,www.bellusacademy.edu,6,32.7948,-116.9457,0,0,NULL,NULL
John F Kennedy University,Pleasant Hill,www.jfku.edu,6,37.8818,-122.184,0,0,NULL,NULL
American Jewish University,Los Angeles,www.aju.edu,6,34.1281,-118.4718,0,0,80,0.59
Reedley College,Reedley,www.reedleycollege.edu,6,36.606,-119.4599,0,0,NULL,NULL
Life Pacific College,San Dimas,www.lifepacific.edu,6,34.0894,-117.831,0,0,79,0.7482
The Art Institute of California-Argosy University San Diego,San Diego,www.artinstitutes.edu/san-diego/,6,32.7783,-117.1554,0,0,NULL,NULL
University of La Verne,La Verne,www.laverne.edu/,6,34.1009,-117.7726,0,0,NULL,0.3895
Laguna College of Art and Design,Laguna Beach,www.lcad.edu,6,33.5614,-117.7726,0,0,NULL,0.4327
Lake Tahoe Community College,South Lake Tahoe,www.ltcc.edu,6,38.9269,-119.9716,0,0,NULL,NULL
Lancaster Beauty School,Lancaster,lancasterbeautyschool.com,6,34.6956,-118.1487,0,0,NULL,NULL
Laney College,Oakland,www.laney.edu/wp/,6,37.7962,-122.2624,0,0,NULL,NULL
Lassen Community College,Susanville,www.lassencollege.edu/,6,40.4313,-120.6312,0,0,NULL,NULL
Life Chiropractic College West,Hayward,www.lifewest.edu,6,37.6376,-122.1163,0,0,NULL,NULL
Lincoln University,Oakland,www.lincolnuca.edu,6,37.8048,-122.2697,0,0,NULL,NULL
Southern California Seminary,El Cajon,www.socalsem.edu,6,32.8033,-116.9005,0,0,54,NULL
La Sierra University,Riverside,www.lasierra.edu,6,33.9088,-117.4971,0,0,95,0.4677
Loma Linda University,Loma Linda,www.llu.edu/index.html,6,34.0515,-117.2611,0,0,95,NULL
Long Beach City College,Long Beach,www.lbcc.edu,6,33.8317,-118.1358,0,0,NULL,NULL
Southern California University of Health Sciences,Whittier,www.scuhs.edu,6,33.9246,-117.9854,0,0,NULL,NULL
Los Angeles Harbor College,Wilmington,www.lahc.edu,6,33.7842,-118.2819,0,0,NULL,NULL
Los Angeles Pierce College,Woodland Hills,www.piercecollege.edu,6,34.1842,-118.5772,0,0,NULL,NULL
Los Angeles Southwest College,Los Angeles,www.lasc.edu,6,33.9296,-118.3047,0,0,NULL,NULL
Los Angeles Trade Technical College,Los Angeles,www.lattc.edu,6,34.0326,-118.2691,0,0,NULL,NULL
Los Angeles Valley College,Valley Glen,www.lavc.edu,6,34.1764,-118.4214,0,0,NULL,NULL
The Master's College and Seminary,Santa Clarita,www.masters.edu,6,34.3821,-118.5174,0,0,42,0.6137
Los Angeles City College,Los Angeles,www.lacitycollege.edu/,6,34.0873,-118.2922,0,0,NULL,NULL
Los Angeles County College of Nursing and Allied Health,Los Angeles,ladhs.org/wps/portal/CollegeofNursing,6,34.0616,-118.2114,0,0,NULL,NULL
Los Angeles Mission College,Sylmar,www.lamission.edu,6,34.3149,-118.4191,0,0,NULL,NULL
Los Medanos College,Pittsburg,www.losmedanos.edu,6,38.0056,-121.8611,0,0,NULL,NULL
The Art Institute of California-Argosy University San Francisco,San Francisco,www.artinstitutes.edu/san-francisco/,6,37.804,-122.4172,0,0,NULL,NULL
Loyola Marymount University,Los Angeles,www.lmu.edu,6,33.9706,-118.4157,0,0,30,0.5412
Lu Ross Academy,Ventura,www.lurossacademy.com/,6,34.278,-119.294,0,0,NULL,NULL
Manchester Beauty College,Fresno,www.manchesterbeautycollege.edu,6,36.7929,-119.7912,0,0,NULL,NULL
Tulare Beauty College,Tulare,www.tularebeautycollege.edu,6,36.2041,-119.3679,0,0,NULL,NULL
Lyles Fresno College of Beauty,Fresno,lylescolleges.com,6,36.8363,-119.7737,0,0,NULL,NULL
Lytles Redwood Empire Beauty College Inc,Santa Rosa,www.lytles-rebc.com,6,38.5086,-122.7585,0,0,NULL,NULL
MTI Business College Inc,Stockton,www.mtistockton.com,6,38.0073,-121.3085,0,0,NULL,NULL
MTI College,Sacramento,sacramento.mticollege.edu,6,38.6614,-121.3426,0,0,NULL,NULL
Kaplan College-Sacramento,Sacramento,www.kaplancollege.com/sacramento-ca/,6,38.6445,-121.3805,0,0,NULL,NULL
Kaplan College-San Diego,San Diego,www.kaplancollege.com/san-diego-ca/,6,32.8217,-117.133,0,0,NULL,NULL
Kaplan College-Vista,Vista,www.kaplancollege.com/vista-ca/,6,33.1724,-117.2208,0,0,NULL,NULL
College of Marin,Kentfield,www.marin.edu,6,37.955,-122.5499,0,0,NULL,NULL
Marinello Schools of Beauty-Los Angeles,Los Angeles,www.marinello.com,6,34.0275,-118.2199,0,0,NULL,NULL
Marymount California University,Rancho Palos Verdes,www.MarymountCalifornia.edu,6,33.7346,-118.3334,0,0,30,NULL
Mendocino College,Ukiah,www.mendocino.edu,6,39.1912,-123.229,0,0,NULL,NULL
Menlo College,Atherton,www.menlo.edu,6,37.4529,-122.1814,0,0,NULL,0.3705
Merced College,Merced,www.mccd.edu,6,37.3353,-120.4767,0,0,NULL,NULL
Merritt College,Oakland,www.merritt.edu,6,37.7891,-122.1673,0,0,NULL,NULL
Mills College,Oakland,www.mills.edu,6,37.7826,-122.1879,0,1,NULL,0.6798
MiraCosta College,Oceanside,www.miracosta.edu,6,33.1912,-117.3023,0,0,NULL,NULL
Marinello Schools of Beauty-San Francisco,San Francisco,www.marinello.com,6,37.7795,-122.4104,0,0,NULL,NULL
Mission College,Santa Clara,www.missioncollege.edu/,6,37.3913,-121.9822,0,0,NULL,NULL
Modern Beauty Academy,Oxnard,www.modernbeautyacademy.org,6,34.1954,-119.1814,0,0,NULL,NULL
Kaplan College-North Hollywood,North Hollywood,www.kaplancollege.com/north-hollywood-ca/,6,34.1827,-118.3961,0,0,NULL,NULL
Modesto Junior College,Modesto,mjc.edu,6,37.652,-121.0097,0,0,NULL,NULL
Moler Barber College,Oakland,moler.org/Home_Page.html,6,37.8268,-122.2651,0,0,NULL,NULL
Monterey Institute of International Studies,Monterey,www.miis.edu,6,36.5998,-121.8968,0,0,NULL,NULL
Monterey Peninsula College,Monterey,www.mpc.edu,6,36.5908,-121.8858,0,0,NULL,NULL
Moorpark College,Moorpark,www.moorparkcollege.edu/index.shtml,6,34.3,-118.8366,0,0,NULL,NULL
Mt San Antonio College,Walnut,www.mtsac.edu,6,34.0438,-117.8437,0,0,NULL,NULL
Mount St Mary's College,Los Angeles,www.msmc.la.edu,6,34.0821,-118.4805,0,1,30,0.7409
Mt San Jacinto Community College District,San Jacinto,www.msjc.edu,6,33.8074,-116.9701,0,0,NULL,NULL
Mueller College,San Diego,www.mueller.edu,6,32.7639,-117.1643,0,0,NULL,NULL
Musicians Institute,Hollywood,www.mi.edu,6,34.1015,-118.3377,0,0,NULL,0.9888
Napa Valley College,Napa,www.napavalley.edu,6,38.2725,-122.2726,0,0,NULL,NULL
Everest College-San Francisco,San Francisco,www.bryman.edu,6,37.7845,-122.4048,0,0,NULL,NULL
Everest College-Reseda,Reseda,www.everest.edu/campus/reseda,6,34.2008,-118.5267,0,0,NULL,NULL
Everest College-LA Wilshire,Los Angeles,bryman.edu/brymanla/,6,34.0613,-118.2993,0,0,NULL,NULL
Everest College-San Jose,San Jose,www.bryman.edu,6,37.3028,-121.9507,0,0,NULL,NULL
Everest College-Gardena,Gardena,www.everest.edu/campus/gardena,6,33.8931,-118.2929,0,0,NULL,NULL
Everest College-Alhambra,Alhambra,www.everest.edu/campus/alhambra,6,34.0802,-118.1487,0,0,NULL,NULL
Everest College-San Bernardino,San Bernardino,everest.edu/campus/san_bernardino,6,34.0598,-117.2822,0,0,NULL,NULL
The National Hispanic University,San Jose,www.nhu.edu,6,37.3591,-121.8159,0,0,NULL,NULL
National Holistic Institute,Emeryville,www.nhi.edu,6,37.8419,-122.2877,0,0,NULL,NULL
National University,La Jolla,www.nu.edu,6,32.9095,-117.2442,0,0,NULL,NULL
Newschool of Architecture and Design,San Diego,www.newschoolarch.edu,6,32.7133,-117.1533,0,0,NULL,0.7949
Newberry School of Beauty,Granada Hills,www.newberryschoolofbeauty.net,6,34.2575,-118.4995,0,0,NULL,NULL
Adrian's College of Beauty Modesto,Modesto,www.adrians.edu,6,37.6778,-120.9928,0,0,NULL,NULL
North-West College-Pomona,Pomona,www.north-westcollege.edu,6,34.0621,-117.751,0,0,NULL,1
North-West College-West Covina,West Covina,www.north-westcollege.edu,6,34.0721,-117.9496,0,0,NULL,1
North-West College-Pasadena,Pasadena,www.north-westcollege.edu,6,34.1469,-118.1393,0,0,NULL,1
Notre Dame de Namur University,Belmont,www.ndnu.edu,6,37.5175,-122.2846,0,0,30,0.872
Occidental College,Los Angeles,www.oxy.edu,6,34.1262,-118.2108,0,0,NULL,0.4239
Oceanside College of Beauty,Oceanside,ocb.edu/,6,33.1789,-117.3653,0,0,NULL,NULL
Ohlone College,Fremont,www.ohlone.edu,6,37.528,-121.9146,0,0,NULL,NULL
Orange Coast College,Costa Mesa,www.orangecoastcollege.edu/,6,33.6702,-117.9114,0,0,NULL,NULL
Otis College of Art and Design,Los Angeles,www.otis.edu,6,33.9566,-118.4166,0,0,NULL,0.4628
Oxnard College,Oxnard,www.oxnardcollege.edu,6,34.1649,-119.1555,0,0,NULL,NULL
Hope International University,Fullerton,www.hiu.edu,6,33.8762,-117.8857,0,0,48,0.4681
Concorde Career College-San Diego,San Diego,www.concorde.edu,6,32.7041,-117.1019,0,0,NULL,1
Palo Alto University,Palo Alto,www.paloaltou.edu,6,37.3833,-122.186,0,0,NULL,NULL
Pacific Lutheran Theological Seminary,Berkeley,www.plts.edu,6,37.8982,-122.2602,0,0,39,NULL
Pacific Oaks College,Pasadena,www.pacificoaks.edu,6,34.1515,-118.1609,0,0,NULL,NULL
Pacific School of Religion,Berkeley,www.psr.edu,6,37.8766,-122.2633,0,0,78,NULL
Pacific States University,Los Angeles,www.psuca.edu,6,34.0617,-118.2996,0,0,NULL,NULL
Pacific Union College,Angwin,www.puc.edu,6,38.5741,-122.4496,0,0,95,0.5055
University of the Pacific,Stockton,www.pacific.edu,6,37.9806,-121.3073,0,0,NULL,0.7265
Palo Verde College,Blythe,www.paloverde.edu,6,33.6615,-114.6517,0,0,NULL,NULL
Palomar College,San Marcos,WWW.PALOMAR.EDU,6,33.1502,-117.1817,0,0,NULL,NULL
Paris Beauty College,Concord,www.Parisbeautycollege.com,6,37.9722,-122.0435,0,0,NULL,NULL
Pasadena City College,Pasadena,www.pasadena.edu,6,34.1446,-118.1182,0,0,NULL,NULL
Pepperdine University,Malibu,www.pepperdine.edu/,6,34.0419,-118.7077,0,0,74,0.3734
Pitzer College,Claremont,www.pitzer.edu,6,34.1034,-117.7059,0,0,NULL,0.1451
Platt College-San Diego,San Diego,www.platt.edu,6,32.7637,-117.0635,0,0,NULL,NULL
Point Loma Nazarene University,San Diego,www.pointloma.edu,6,32.7133,-117.2512,0,0,59,0.6654
Pomona College,Claremont,www.pomona.edu,6,34.0983,-117.7119,0,0,NULL,0.1392
Porterville College,Porterville,www.portervillecollege.edu,6,36.0493,-119.0144,0,0,NULL,NULL
Westwood College-South Bay,Torrance,www.westwood.edu,6,33.8518,-118.2898,0,0,NULL,NULL
Professional Institute of Beauty,El Monte,www.pib.edu,6,34.075,-118.038,0,0,NULL,NULL
Santa Ana College,Santa Ana,www.sac.edu,6,33.7592,-117.8884,0,0,NULL,NULL
Pardee RAND Graduate School,Santa Monica,www.prgs.edu,6,34.01,-118.4905,0,0,NULL,NULL
Shasta School of Cosmetology,Redding,www.hambeltonbeauty.com,6,40.5969,-122.387,0,0,NULL,NULL
University of Redlands,Redlands,www.redlands.edu,6,34.0636,-117.1638,0,0,NULL,0.672
College of the Redwoods,Eureka,www.redwoods.edu,6,40.6967,-124.1951,0,0,NULL,NULL
Salon Success Academy-Upland,Upland,www.gotobeautyschool.com,6,34.1084,-117.6311,0,0,NULL,NULL
Salon Success Academy-Corona,Corona,www.gotobeautyschool.com,6,33.8832,-117.5135,0,0,NULL,NULL
Rio Hondo College,Whittier,www.riohondo.edu,6,34.0199,-118.0333,0,0,NULL,NULL
Riverside City College,Riverside,www.rcc.edu/riverside/,6,33.9715,-117.3805,0,0,NULL,NULL
Argosy University-San Francisco Bay Area,Alameda,www.argosy.edu/sanfrancisco,6,37.7812,-122.2675,0,0,NULL,NULL
Rosemead Beauty School,Rosemead,www.rosemead-beauty-school.com,6,34.0808,-118.0828,0,0,NULL,NULL
Dongguk University-Los Angeles,Los Angeles,dula.edu,6,34.0662,-118.2899,0,0,NULL,NULL
Sacramento City College,Sacramento,www.scc.losrios.edu/,6,38.5419,-121.4917,0,0,NULL,NULL
Saddleback College,Mission Viejo,www.saddleback.edu,6,33.5519,-117.6649,0,0,NULL,NULL
Samuel Merritt University,Oakland,www.samuelmerritt.edu,6,37.82,-122.2669,0,0,NULL,NULL
San Diego City College,San Diego,www.sdcity.edu/,6,32.7189,-117.1516,0,0,NULL,NULL
Golf Academy of America-Carlsbad,Carlsbad,www.golfacademy.edu,6,33.1229,-117.2834,0,0,NULL,NULL
